color;director_name;num_critic_for_reviews;duration;director_facebook_likes;actor_3_facebook_likes;actor_2_name;actor_1_facebook_likes;gross;genres;actor_1_name;movie_title;num_voted_users;cast_total_facebook_likes;actor_3_name;facenumber_in_poster;plot_keywords;movie_imdb_link;num_user_for_reviews;language;country;content_rating;budget;title_year;actor_2_facebook_likes;imdb_score_orig;aspect_ratio;movie_facebook_likes;Title;Year;content_rating_omdb;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Awards;Poster;Ratings;Metascore;imdbRating;imdbVotes;imdbID;Type;DVD;BoxOffice;Production;Website;Response;totalSeasons;Season;Episode;seriesID;Source_Currency
Color;Jonathan Demme;185.0;138.0;438.0;173.0;Scott Glenn;173.0;130727000.0;Crime|Drama|Horror|Thriller;Anthony Hopkins;The Silence of the Lambs;887467.0;13184.0;Anthony Heald;0.0;case file|fbi agent|psycho thriller|psychopath|serial killer;http://www.imdb.com/title/tt0102926/?ref_=fn_tt_tt_1;916.0;English;USA;R;19000000.0;1991;826.0;8.6;1.85;220.0;The Silence of the Lambs;1991;R;14/02/1991;118 min;Crime, Drama, Horror;Jonathan Demme;Thomas Harris, Ted Tally;Jodie Foster, Anthony Hopkins, Scott Glenn;A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.;English, Latin;United States;Won 5 Oscars. 71 wins & 50 nominations total;https://m.media-amazon.com/images/M/MV5BNDdhOGJhYzctYzYwZC00YmI2LWI0MjctYjg4ODdlMDExYjBlXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '86/100'}];86.0;8.6;1667162;tt0102926;movie;;$130,742,922;;;;;;;;USD
Color;David Silverman;299.0;87.0;30.0;433.0;Yeardley Smith;433.0;183132370.0;Adventure|Animation|Comedy;Albert Brooks;The Simpsons Movie;259083.0;3086.0;Marcia Wallace;0.0;alaska|dome|lake|pig|the simpsons;http://www.imdb.com/title/tt0462538/?ref_=fn_tt_tt_1;763.0;English;USA;PG-13;75000000.0;2007;440.0;7.3;2.35;220.0;The Simpsons Movie;2007;PG-13;27/07/2007;87 min;Animation, Adventure, Comedy;David Silverman;James L. Brooks, Matt Groening, Al Jean;Dan Castellaneta, Julie Kavner, Nancy Cartwright;After Homer pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.;English;United States;Won 1 BAFTA Award 5 wins & 34 nominations total;https://m.media-amazon.com/images/M/MV5BMzIxN2IzOGItOTcyZi00MTkzLWE4ZjktZTdlOWFiYWE4NzlmXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '80/100'}];80.0;7.3;359193;tt0462538;movie;;$183,135,014;;;;;;;;USD
Color;Keith Gordon;66.0;109.0;200.0;1000.0;Robin Wright;1000.0;336456.0;Comedy|Crime|Musical|Mystery;Robert Downey Jr.;The Singing Detective;7116.0;41645.0;Alfre Woodard;2.0;detective|detective novel|fantasy sequence|hallucination|writer;http://www.imdb.com/title/tt0314676/?ref_=fn_tt_tt_1;79.0;English;USA;R;8000000.0;2003;18000.0;5.4;1.85;220.0;The Singing Detective;2003;R;14/11/2003;109 min;Comedy, Crime, Musical;Keith Gordon;Dennis Potter;Robert Downey Jr., Robin Wright, Mel Gibson;From his hospital bed, a writer suffering from a skin disease hallucinates musical numbers and paranoid plots.;English;United States;1 win & 3 nominations;https://m.media-amazon.com/images/M/MV5BMjE0NTExOTA2Ml5BMl5BanBnXkFtZTcwOTIyNTAwMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '45/100'}];45.0;5.4;9026;tt0314676;movie;;$337,174;;;;;;;;USD
Color;Caryn Waechter;23.0;104.0;0.0;195.0;Kara Hayward;195.0;25373487.0;Drama|Mystery|Thriller;Laura Fraser;The Sisterhood of Night;1354.0;1581.0;Louis Ozawa Changchien;1.0;accused of witchcraft|based on short story;http://www.imdb.com/title/tt1015471/?ref_=fn_tt_tt_1;17.0;English;USA;PG-13;1000000.0;2014;524.0;6.0;2.35;220.0;The Sisterhood of Night;2014;PG-13;18/10/2014;104 min;Drama, Mystery, Thriller;Caryn Waechter;Marilyn Fu, Steven Millhauser;Georgie Henley, Kara Hayward, Willa Cuthrell-Tuttleman;When a teenage girl says she's the victim of a secret network called The Sisterhood of Night, a quiet suburban town becomes the backdrop for a modern-day Salem witch trial.;English;United States;2 wins & 4 nominations total;https://m.media-amazon.com/images/M/MV5BODg3MjE0MDM4N15BMl5BanBnXkFtZTgwOTY0MjE5NDE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '60/100'}];60.0;6.0;2303;tt1015471;movie;;$6,870;;;;;;;;USD
Color;Ken Kwapis;88.0;119.0;42.0;917.0;America Ferrera;917.0;39008741.0;Comedy|Drama|Family|Romance;Mike Vogel;The Sisterhood of the Traveling Pants;44838.0;6862.0;Kyle Schmid;0.0;friendship|jeans|pants|summer|vacation;http://www.imdb.com/title/tt0403508/?ref_=fn_tt_tt_1;223.0;English;USA;PG;25000000.0;2005;953.0;6.5;0;220.0;The Sisterhood of the Traveling Pants;2005;0;01/06/2005;119 min;Comedy, Drama, Romance;Ken Kwapis;Ann Brashares, Delia Ephron, Elizabeth Chandler;Amber Tamblyn, Alexis Bledel, America Ferrera;Four best girlfriends hatch a plan to stay connected with one another as their lives start off in different directions: they pass around a pair of secondhand jeans that fits each of their bodies perfectly.;English, Greek, Spanish;United States;1 win & 14 nominations total;https://m.media-amazon.com/images/M/MV5BYTdkOWJjNDYtMDllNy00MzEzLWFjNTItZDRiZWU1OTU1OTExXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '66/100'}];66.0;6.5;67036;tt0403508;movie;;$39,053,061;;;;;;;;USD
Color;Sanaa Hamri;73.0;119.0;43.0;523.0;Blythe Danner;523.0;44087387.0;Comedy|Drama|Family|Romance;America Ferrera;The Sisterhood of the Traveling Pants 2;22304.0;3525.0;Michael Rady;4.0;actor|drawing|friendship|pregnancy|turkey;http://www.imdb.com/title/tt1018785/?ref_=fn_tt_tt_1;33.0;English;USA;PG-13;20000000.0;2008;713.0;6.2;1.85;220.0;The Sisterhood of the Traveling Pants 2;2008;PG-13;06/08/2008;119 min;Comedy, Drama, Romance;Sanaa Hamri;Elizabeth Chandler, Ann Brashares;America Ferrera, Alexis Bledel, Amber Tamblyn;Four college freshmen and best friends find that it may take more than a shared pair of jeans to help them stay in touch as their lives go in different directions.;English, Greek;United States;1 nomination total;https://m.media-amazon.com/images/M/MV5BMTMwNDYyMTY5Nl5BMl5BanBnXkFtZTcwNzAwMjY2MQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '63/100'}];63.0;6.2;31543;tt1018785;movie;;$44,089,964;;;;;;;;USD
Color;David Gordon Green;146.0;87.0;234.0;370.0;J.B. Smoove;370.0;30538669.0;Comedy;Ari Graynor;The Sitter;60202.0;3850.0;Kylie Bunbury;3.0;babysitting|car crash|child in peril|kicked in the face|reference to craigslist;http://www.imdb.com/title/tt1366344/?ref_=fn_tt_tt_1;114.0;English;USA;R;20000000.0;2011;555.0;5.6;0;220.0;The Sitter;2011;0;09/12/2011;81 min;Comedy;David Gordon Green;Brian Gatewood, Alessandro Tanaka;Jonah Hill, Ari Graynor, Sam Rockwell;A college student on suspension is coaxed into babysitting the kids next door, though he is fully unprepared for the wild night ahead of him.;English;United States;2 nominations total;https://m.media-amazon.com/images/M/MV5BNDU4OTIzNWUtNzhhMi00NDI3LWEwZjMtODMxMTEyMmQyY2Y0XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '39/100'}];39.0;5.6;74226;tt1366344;movie;;$30,441,326;;;;;;;;USD
Color;M. Night Shyamalan;234.0;107.0;0.0;766.0;Haley Joel Osment;766.0;293501675.0;Drama|Mystery|Thriller;Bruce Willis;The Sixth Sense;704766.0;17540.0;Olivia Williams;0.0;able to see the dead|ghost|plot twist|psychic|surprise ending;http://www.imdb.com/title/tt0167404/?ref_=fn_tt_tt_1;2073.0;English;USA;PG-13;40000000.0;1999;3000.0;8.2;1.85;220.0;The Sixth Sense;1999;PG-13;06/08/1999;107 min;Drama, Mystery, Thriller;M. Night Shyamalan;M. Night Shyamalan;Bruce Willis, Haley Joel Osment, Toni Collette;After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.;English, Latin, Spanish;United States;Nominated for 6 Oscars. 37 wins & 56 nominations total;https://m.media-amazon.com/images/M/MV5BZWQ2OTY0M2UtMTQxNC00MmIzLTllNDQtNDQ0MTQyYzI2M2ZiXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '64/100'}];64.0;8.2;1120399;tt0167404;movie;;$293,506,292;;;;;;;;USD
 Black and White;Iain Softley;193.0;104.0;34.0;280.0;Deneen Tyler;280.0;47806295.0;Horror|Mystery|Thriller;Gena Rowlands;The Skeleton Key;87447.0;1274.0;Joy Bryant;0.0;attic|bound and gagged|hoodoo|secret|southern gothic;http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1;371.0;English;USA;PG-13;43000000.0;2005;351.0;6.5;2.35;220.0;The Skeleton Key;2005;PG-13;12/08/2005;104 min;Drama, Horror, Mystery;Iain Softley;Ehren Kruger;Kate Hudson, Peter Sarsgaard, Joy Bryant;A hospice nurse working at a New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.;English, French;Germany, United States;5 nominations total;https://m.media-amazon.com/images/M/MV5BMDE0YWIyM2UtZWU3Yi00M2U5LTgwMDAtODY1MjU2NzQ4M2NmXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '47/100'}];47.0;6.5;127976;tt0397101;movie;;$47,907,715;;;;;;;;USD
Color;Craig Johnson;185.0;93.0;7.0;180.0;Boyd Holbrook;180.0;5283379.0;Comedy|Drama;Ty Burrell;The Skeleton Twins;31254.0;3986.0;Kathleen Rose Perkins;2.0;adultery|brother sister relationship|estrangement|siblings|suicide attempt;http://www.imdb.com/title/tt1571249/?ref_=fn_tt_tt_1;79.0;English;USA;R;20000000.0;2014;439.0;6.8;2.35;220.0;The Skeleton Twins;2014;R;11/09/2014;93 min;Comedy, Drama, Romance;Craig Johnson;Craig Johnson, Mark Heyman;Kristen Wiig, Bill Hader, Luke Wilson;Having both coincidentally cheated death on the same day, estranged twins reunite with the possibility of mending their relationship.;English, Spanish;United States;4 wins & 12 nominations total;https://m.media-amazon.com/images/M/MV5BNzk5MjM3NDEwN15BMl5BanBnXkFtZTgwMDIxNjYzMjE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '74/100'}];74.0;6.8;46208;tt1571249;movie;;$5,284,309;;;;;;;;USD
Color;Rob Cohen;102.0;106.0;357.0;883.0;Leslie Bibb;883.0;35007180.0;Action|Crime|Drama|Thriller;Paul Walker;The Skulls;26846.0;26652.0;William Petersen;0.0;college|friend|ivy league|secret society|suicide;http://www.imdb.com/title/tt0192614/?ref_=fn_tt_tt_1;193.0;English;USA;PG-13;15000000.0;2000;1000.0;5.6;1.85;220.0;The Skulls;2000;PG-13;31/03/2000;106 min;Action, Crime, Drama;Rob Cohen;John Pogue;Joshua Jackson, Paul Walker, Hill Harper;A senior at an ivy league college, who depends on scholarships and working on the side, gets accepted into the secret society The Skulls. He hopes it betters chances at Harvard but The Skulls is not what he thought and comes at a ...;English;Canada, United States;1 nomination total;https://m.media-amazon.com/images/M/MV5BNWM4NGUzNjItZmU5ZC00ZDM3LWExYjMtMWNiNzFhN2IwNmRhXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '24/100'}];24.0;5.6;34685;tt0192614;movie;;$35,046,120;;;;;;;;USD
Color;Alex Smith;17.0;112.0;12.0;699.0;Clea DuVall;699.0;13134.0;Drama|Sport;Ryan Gosling;The Slaughter Rule;2004.0;35294.0;Eddie Spears;2.0;cheerleader|father son relationship|football coach|loss of father|mother son relationship;http://www.imdb.com/title/tt0266971/?ref_=fn_tt_tt_1;32.0;English;USA;R;500000.0;2002;1000.0;5.9;2.35;220.0;The Slaughter Rule;2002;R;14/09/2002;112 min;Drama, Sport;Alex Smith, Andrew J. Smith;Alex Smith, Andrew J. Smith;Ryan Gosling, David Morse, Clea DuVall;A young man finds solace with a young woman, his mother, and a high-school football coach who recruits him to quarterback a six-man team.;English;United States;2 wins & 2 nominations;https://m.media-amazon.com/images/M/MV5BYWFkYjhkM2EtYTk2MC00OTZiLThkMTctOWRkNjg4NTFiNTVmXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '65/100'}];65.0;5.9;2721;tt0266971;movie;;$13,411;;;;;;;;USD
Color;Mona Fastvold;16.0;91.0;2.0;9.0;Brady Corbet;9.0;25373487.0;Drama;Christopher Abbott;The Sleepwalker;512.0;622.0;Gitte Witt;1.0;female nudity|male nudity|male rear nudity|nudity;http://www.imdb.com/title/tt2723576/?ref_=fn_tt_tt_1;2.0;English;Norway;Not Rated;1100000.0;2014;287.0;5.1;2.35;220.0;The Sleepwalker;2014;Not Rated;21/11/2014;91 min;Drama, Mystery;Mona Fastvold;Brady Corbet, Mona Fastvold;Gitte Witt, Christopher Abbott, Stephanie Ellis;A young couple, Kaia and Andrew, are renovating Kaia's secluded family estate. Their lives are violently disrupted upon the unexpected arrival of Kaia's sister, Christine, and her fiancé, Ira.;English;Norway, United States;2 nominations total;https://m.media-amazon.com/images/M/MV5BMTQ3ODU5MjYwN15BMl5BanBnXkFtZTgwNjQ1NzUxMzE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '57/100'}];57.0;5.1;912;tt2723576;movie;;$5,012;;;;;;;;USD
Color;Raja Gosnell;172.0;103.0;67.0;111.0;Tim Gunn;111.0;142614158.0;Adventure|Animation|Comedy|Family|Fantasy;Mahadeo Shivraj;The Smurfs;66593.0;692.0;Madison McKinley;3.0;blue|new york|new york city|no opening credits|smurf;http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1;153.0;English;USA;PG;110000000.0;2011;113.0;5.4;1.78;220.0;The Smurfs;2011;PG;29/07/2011;103 min;Animation, Adventure, Comedy;Raja Gosnell;J. David Stem, David N. Weiss, Jay Scherick;Hank Azaria, Neil Patrick Harris, Jayma Mays;When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City.;English;United States, Belgium, Canada;2 wins & 8 nominations total;https://m.media-amazon.com/images/M/MV5BNzQxNDYyNTQtYjg1OC00OGJiLTk2YjMtZjZjZDgwOWFlOTJjXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '30/100'}];30.0;5.4;102729;tt0472181;movie;;$142,614,158;;;;;;;;USD
Color;Raja Gosnell;125.0;105.0;67.0;40.0;Nancy O'Dell;40.0;71017784.0;Adventure|Animation|Comedy|Family|Fantasy;Jacob Tremblay;The Smurfs 2;27257.0;914.0;Vanessa Matsui;3.0;based on cartoon|box office hit|no opening credits|sequel|smurf;http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1;59.0;English;USA;PG;105000000.0;2013;71.0;5.3;1.85;220.0;The Smurfs 2;2013;PG;31/07/2013;105 min;Animation, Adventure, Comedy;Raja Gosnell;J. David Stem, David N. Weiss, Jay Scherick;Hank Azaria, Neil Patrick Harris, Brendan Gleeson;"The Smurfs team up with their human friends to rescue Smurfette, who has been abducted by Gargamel, since she knows a secret spell that can turn the evil sorcerer's newest creation, creatures called ""The Naughties"", into real Smurfs.";English, French;United States, France, Canada, Belgium;8 nominations total;https://m.media-amazon.com/images/M/MV5BMzNiZDYyNjctOGNiZi00Y2ZjLWJkZmUtMjM1Mjc3ZmQzN2QwXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '34/100'}];34.0;5.3;49596;tt2017020;movie;;$71,017,784;;;;;;;;USD
Color;David Fincher;556.0;120.0;21000.0;81.0;Dustin Fitzsimons;81.0;96917897.0;Biography|Drama;Andrew Garfield;The Social Network;479453.0;10555.0;Marcella Lentz-Pope;0.0;competitiveness|creator|entrepreneur|facebook|intellectual property;http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1;696.0;English;USA;PG-13;40000000.0;2010;349.0;7.8;2.35;220.0;The Social Network;2010;PG-13;01/10/2010;120 min;Biography, Drama;David Fincher;Aaron Sorkin, Ben Mezrich;Jesse Eisenberg, Andrew Garfield, Justin Timberlake;As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.;English, French;United States;Won 3 Oscars. 174 wins & 188 nominations total;https://m.media-amazon.com/images/M/MV5BMjlkNTE5ZTUtNGEwNy00MGVhLThmZjMtZjU1NDE5Zjk1NDZkXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '95/100'}];95.0;7.8;803217;tt1285016;movie;;$96,962,694;;;;;;;;USD
Color;Joe Wright;210.0;117.0;456.0;569.0;Stephen Root;569.0;31670931.0;Biography|Drama|Music;Robert Downey Jr.;The Soloist;44099.0;23745.0;Rachael Harris;0.0;columnist|journalist|los angeles times|musician|wearing a traffic cone as a hat;http://www.imdb.com/title/tt0821642/?ref_=fn_tt_tt_1;143.0;English;UK;PG-13;60000000.0;2009;939.0;6.7;2.35;220.0;The Soloist;2009;PG-13;24/04/2009;117 min;Biography, Drama, Music;Joe Wright;Susannah Grant, Steve Lopez;Jamie Foxx, Robert Downey Jr., Catherine Keener;A newspaper journalist discovers a homeless musical genius and tries to improve his situation.;English;United Kingdom, France, United States;1 win & 3 nominations total;https://m.media-amazon.com/images/M/MV5BMjExODQ3MTI5Nl5BMl5BanBnXkFtZTcwMDEyMTQ5MQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '61/100'}];61.0;6.7;56402;tt0821642;movie;;$31,720,158;;;;;;;;GBP
Color;Dito Montiel;62.0;90.0;68.0;642.0;Al Pacino;642.0;28870.0;Crime|Drama|Thriller;Channing Tatum;The Son of No One;14280.0;32814.0;Tracy Morgan;5.0;housing project|letter|man with glasses|murder|subjective camera;http://www.imdb.com/title/tt1535612/?ref_=fn_tt_tt_1;41.0;English;USA;R;15000000.0;2011;14000.0;5.1;2.35;220.0;The Son of No One;2011;R;09/07/2011;90 min;Action, Crime, Drama;Dito Montiel;Dito Montiel;Channing Tatum, Al Pacino, Juliette Binoche;A young cop is assigned to a precinct in the working class neighborhood where he grew up, and an old secret threatens to destroy his life and his family.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BNDUzNDc3OTI3NV5BMl5BanBnXkFtZTcwMDQ3OTQ2Ng@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '36/100'}];36.0;5.1;18179;tt1535612;movie;;$30,680;;;;;;;;USD
Color;Jon Turteltaub;235.0;109.0;226.0;370.0;Omar Benson Miller;370.0;63143812.0;Action|Adventure|Family|Fantasy;Nicolas Cage;The Sorcerer's Apprentice;124185.0;13388.0;Robert Capron;0.0;chosen one|enchanted object|love|spell|training;http://www.imdb.com/title/tt0963966/?ref_=fn_tt_tt_1;238.0;English;USA;PG;150000000.0;2010;418.0;6.1;2.35;220.0;The Sorcerer's Apprentice;2010;PG;14/07/2010;109 min;Action, Adventure, Family;Jon Turteltaub;Lawrence Konner, Mark Rosenthal, Matt Lopez;Nicolas Cage, Jay Baruchel, Alfred Molina;A protege of the magician Merlin must train his teacher's successor - an introverted but resourceful physics prodigy - in the art of sorcery to prevent the return of Morgana le Fay.;English;United States;1 win & 2 nominations total;https://m.media-amazon.com/images/M/MV5BM2Y0MGJhZTAtYjBkNS00MmM4LWJmOWYtNjQ3ZTFlMmRhZGY0XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '46/100'}];46.0;6.1;174378;tt0963966;movie;;$63,150,991;;;;;;;;USD
Color;Justin Paul Miller;1.0;90.0;0.0;33.0;Jennifer Landa;33.0;25373487.0;Comedy|Mystery|Thriller;Mary Kate Wiles;The Sound and the Shadow;30.0;254.0;Felix Avitia;0.0;Inconnu;http://www.imdb.com/title/tt2190180/?ref_=fn_tt_tt_1;1.0;English;USA;R;20000000.0;2014;41.0;7.5;0;220.0;The Sound and the Shadow;2014;R;19/04/2016;90 min;Comedy, Mystery, Thriller;Justin Paul Miller;Justin Paul Miller, Sam Zvibleman;Joseph E. Murray, Mary Kate Wiles, Alex Anfanger;An allergy-ridden, eavesdropping sound engineer and his boisterous new roommate are thrust into a missing girl case when he discovers clues to her disappearance in his neighborhood recordings.;English;United States;2 wins;https://m.media-amazon.com/images/M/MV5BNGE3YjAyNGQtYmFmNC00ODRmLTgyZWEtNWI3MTllOTc3ODdlXkEyXkFqcGdeQXVyOTk2MjIxNg@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}];0;7.5;81;tt2190180;movie;;0;;;;;;;;USD
Color;Robert Wise;119.0;174.0;338.0;195.0;Angela Cartwright;195.0;163214286.0;Biography|Drama|Family|Musical|Romance;Eleanor Parker;The Sound of Music;148172.0;1495.0;Nicholas Hammond;3.0;austria|children|governess|love|orchestral music score;http://www.imdb.com/title/tt0059742/?ref_=fn_tt_tt_1;406.0;English;USA;G;8200000.0;1965;209.0;8.1;2.35;220.0;The Sound of Music;1965;G;01/04/1965;174 min;Biography, Drama, Family;Robert Wise;Georg Hurdalek, Howard Lindsay, Russel Crouse;Julie Andrews, Christopher Plummer, Eleanor Parker;A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.;English, German;United States;Won 5 Oscars. 19 wins & 13 nominations total;https://m.media-amazon.com/images/M/MV5BYWJhYmU4MjQtZDJhYi00ZGVjLTlkNTEtNzkzNGVjOWQ3MjcwXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '63/100'}];63.0;8.1;283446;tt0059742;movie;;$160,888,776;;;;;;;;USD
Color;David Mamet;97.0;110.0;342.0;393.0;Felicity Huffman;393.0;10200000.0;Drama|Mystery|Thriller;Ben Gazzara;The Spanish Prisoner;18697.0;1722.0;Campbell Scott;0.0;brother sister relationship|extradition|fbi|japanese tourist|secret;http://www.imdb.com/title/tt0120176/?ref_=fn_tt_tt_1;263.0;English;USA;PG;10000000.0;1997;508.0;7.1;1.85;220.0;The Spanish Prisoner;1997;PG;15/05/1998;110 min;Drama, Mystery, Thriller;David Mamet;David Mamet;Campbell Scott, Ricky Jay, Rebecca Pidgeon;A corporate engineer develops a lucrative secret process for a company but doesn't know who to trust when the higher-ups seemingly want to steal it from him.;English;United States;3 nominations total;https://m.media-amazon.com/images/M/MV5BZDY1N2U5MDQtYTczYy00ODhjLWFiMGQtMjUxYmUwNGU4MmUzXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '71/100'}];71.0;7.1;27193;tt0120176;movie;;$9,593,903;;;;;;;;USD
Color;Luis Llosa;38.0;110.0;49.0;20.0;Rod Steiger;20.0;57362581.0;Action|Crime|Drama|Romance|Thriller;Sylvester Stallone;The Specialist;50148.0;13331.0;Emilio Estefan Jr.;2.0;bomb|cia|explosive|explosives expert|miami florida;http://www.imdb.com/title/tt0111255/?ref_=fn_tt_tt_1;116.0;English;Peru;R;45000000.0;1994;279.0;5.6;1.85;220.0;The Specialist;1994;R;07/10/1994;110 min;Action, Drama, Thriller;Luis Llosa;John Shirley, Alexandra Seros;Sylvester Stallone, Sharon Stone, James Woods;A woman entices a bomb expert she's involved with into destroying the mafia that killed her family.;English;United States, Peru;4 wins & 7 nominations total;https://m.media-amazon.com/images/M/MV5BZTI4MTYxYzItNmMyOC00MzBmLTg4MmUtNjM1OTlhM2IzMTc1XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}];0;5.6;72639;tt0111255;movie;;$57,362,582;;;;;;;;USD
Color;Craig Mazin;29.0;82.0;82.0;490.0;James Gunn;490.0;12996.0;Action|Comedy|Fantasy|Sci-Fi;Judy Greer;The Specials;1938.0;3905.0;Jamie Kennedy;0.0;action figure|press conference|superhero|superhero team|toy;http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1;54.0;English;USA;R;1000000.0;2000;571.0;5.7;1.85;220.0;The Specials;2019;R;18/09/2000;82 min;Comedy, Drama;Olivier Nakache, Éric Toledano;James Gunn;Rob Lowe, Thomas Haden Church, Paget Brewster;The sixth or seventh best superhero team in the world pursue their rightful place in the harshly competitive world of toy tie-ins and fighting evil.;English;United States;0;https://m.media-amazon.com/images/M/MV5BMTgzMTI5MDYwM15BMl5BanBnXkFtZTcwNDk0MzEyMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '38/100'}];38.0;7.4;2599;tt0181836;movie;;$13,276;;;;;;;;USD
